Year,Month,Day,Location,Count_males,Count_females,Total,Weekly_average_prep_(inch),Weekly_average_temp_(F),Weekly_average_RH,Weekly_avg_wind_speed_(mph),Weekly_avg_soil_temp_(F),Region,Location_original
2011,8,4,Corning-5-Treated,1,0,1,0,76.51,62.29,4.54,74.23,SV,Northbound I-5 Rest Area-Treated
2011,8,4,Orland-6-Untreated,0,0,0,0,72.89,73.71,2.91,79.73,SV,Road 200 and Road C-Untreated
2011,8,4,Orland-10-Treated,0,0,0,0,72.89,73.71,2.91,79.73,SV,Road M and Road 24-Treated
2011,8,4,Corning-7-Untreated,0,0,0,0,76.51,62.29,4.54,74.23,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,8,4,Orland-12-Untreated,0,0,0,0,72.89,73.71,2.91,79.73,SV,South East Orland-Untreated
2011,8,4,Corning-8-Treated,0,0,0,0,76.51,62.29,4.54,74.23,SV,Viola and Orchard Ave.-Treated
2011,8,8,Corning-1-Treated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Barham and Samson-Treated
2011,8,8,Corning-2-Treated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Dora and Marguerite-Treated
2011,8,8,Corning-3-Untreated,0,0,0,0,74.9,62.29,4.01,72.93,SV,East Corning-Untreated
2011,8,8,Corning-4-Treated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Fig Lane and Houghton-Treated
2011,8,8,Orland-1-Untreated,0,0,0,0,71.78,73.4,2.78,78.42,SV,Glenn County Fairgrounds-Untreated
2011,8,8,Orland-5-Untreated,0,0,0,0,71.78,73.4,2.78,78.42,SV,North East Orland-Untreated
2011,8,8,Corning-5-Treated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Northbound I-5 Rest Area-Treated
2011,8,8,Orland-6-Untreated,0,0,0,0,71.78,73.4,2.78,78.42,SV,Road 200 and Road C-Untreated
2011,8,8,Orland-10-Treated,0,0,0,0,71.78,73.4,2.78,78.42,SV,Road M and Road 24-Treated
2011,8,8,Corning-7-Untreated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,8,8,Orland-12-Untreated,0,0,0,0,71.78,73.4,2.78,78.42,SV,South East Orland-Untreated
2011,8,8,Corning-8-Treated,0,0,0,0,74.9,62.29,4.01,72.93,SV,Viola and Orchard Ave.-Treated
2011,8,18,Corning-1-Treated,0,0,0,0,75.5,58.14,3.77,72.6,SV,Barham and Samson-Treated
2011,8,18,Corning-2-Treated,0,0,0,0,75.5,58.14,3.77,72.6,SV,Dora and Marguerite-Treated
2011,8,18,Corning-3-Untreated,1,0,1,0,75.5,58.14,3.77,72.6,SV,East Corning-Untreated
2011,8,18,Corning-4-Treated,1,1,2,0,75.5,58.14,3.77,72.6,SV,Fig Lane and Houghton-Treated
2011,8,18,Orland-1-Untreated,0,0,0,0,72.59,68.43,2.64,76.17,SV,Glenn County Fairgrounds-Untreated
2011,8,18,Orland-5-Untreated,0,0,0,0,72.59,68.43,2.64,76.17,SV,North East Orland-Untreated
2011,8,18,Corning-5-Treated,1,0,1,0,75.5,58.14,3.77,72.6,SV,Northbound I-5 Rest Area-Treated
2011,8,18,Orland-6-Untreated,0,0,0,0,72.59,68.43,2.64,76.17,SV,Road 200 and Road C-Untreated
2011,8,18,Orland-10-Treated,1,0,1,0,72.59,68.43,2.64,76.17,SV,Road M and Road 24-Treated
2011,8,18,Corning-7-Untreated,0,0,0,0,75.5,58.14,3.77,72.6,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,8,18,Orland-12-Untreated,1,1,2,0,72.59,68.43,2.64,76.17,SV,South East Orland-Untreated
2011,8,18,Corning-8-Treated,0,0,0,0,75.5,58.14,3.77,72.6,SV,Viola and Orchard Ave.-Treated
2011,8,26,Corning-1-Treated,0,0,0,0,75.74,55.57,3.77,72.36,SV,Barham and Samson-Treated
2011,8,26,Corning-2-Treated,0,0,0,0,75.74,55.57,3.77,72.36,SV,Dora and Marguerite-Treated
2011,8,26,Corning-3-Untreated,2,0,2,0,75.74,55.57,3.77,72.36,SV,East Corning-Untreated
2011,8,26,Corning-4-Treated,1,1,2,0,75.74,55.57,3.77,72.36,SV,Fig Lane and Houghton-Treated
2011,8,26,Orland-1-Untreated,0,0,0,0,72.09,71,2.41,75.41,SV,Glenn County Fairgrounds-Untreated
2011,8,26,Orland-5-Untreated,0,0,0,0,72.09,71,2.41,75.41,SV,North East Orland-Untreated
2011,8,26,Corning-5-Treated,0,0,0,0,75.74,55.57,3.77,72.36,SV,Northbound I-5 Rest Area-Treated
2011,8,26,Orland-6-Untreated,0,0,0,0,72.09,71,2.41,75.41,SV,Road 200 and Road C-Untreated
2011,8,26,Orland-10-Treated,0,0,0,0,72.09,71,2.41,75.41,SV,Road M and Road 24-Treated
2011,8,26,Corning-7-Untreated,0,0,0,0,75.74,55.57,3.77,72.36,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,8,26,Orland-12-Untreated,5,3,8,0,72.09,71,2.41,75.41,SV,South East Orland-Untreated
2011,8,26,Corning-8-Treated,0,0,0,0,75.74,55.57,3.77,72.36,SV,Viola and Orchard Ave.-Treated
2011,9,1,Corning-1-Treated,0,0,0,0,76.43,52.71,4.07,72.46,SV,Barham and Samson-Treated
2011,9,1,Corning-2-Treated,0,0,0,0,76.43,52.71,4.07,72.46,SV,Dora and Marguerite-Treated
2011,9,1,Corning-3-Untreated,1,0,1,0,76.43,52.71,4.07,72.46,SV,East Corning-Untreated
2011,9,1,Corning-4-Treated,0,0,0,0,76.43,52.71,4.07,72.46,SV,Fig Lane and Houghton-Treated
2011,9,1,Orland-1-Untreated,0,0,0,0,72.61,68.71,2.39,78.44,SV,Glenn County Fairgrounds-Untreated
2011,9,1,Orland-5-Untreated,0,0,0,0,72.61,68.71,2.39,78.44,SV,North East Orland-Untreated
2011,9,1,Corning-5-Treated,0,0,0,0,76.43,52.71,4.07,72.46,SV,Northbound I-5 Rest Area-Treated
2011,9,1,Orland-6-Untreated,0,0,0,0,72.61,68.71,2.39,78.44,SV,Road 200 and Road C-Untreated
2011,9,1,Orland-10-Treated,0,0,0,0,72.61,68.71,2.39,78.44,SV,Road M and Road 24-Treated
2011,9,1,Corning-7-Untreated,1,0,1,0,76.43,52.71,4.07,72.46,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,9,1,Orland-12-Untreated,2,3,5,0,72.61,68.71,2.39,78.44,SV,South East Orland-Untreated
2011,9,1,Corning-8-Treated,0,0,0,0,76.43,52.71,4.07,72.46,SV,Viola and Orchard Ave.-Treated
2011,9,9,Corning-1-Treated,0,0,0,0,76.96,47.86,3.97,71.17,SV,Barham and Samson-Treated
2011,9,9,Corning-2-Treated,0,0,0,0,76.96,47.86,3.97,71.17,SV,Dora and Marguerite-Treated
2011,9,9,Corning-3-Untreated,0,1,1,0,76.96,47.86,3.97,71.17,SV,East Corning-Untreated
2011,9,9,Corning-4-Treated,0,0,0,0,76.96,47.86,3.97,71.17,SV,Fig Lane and Houghton-Treated
2011,9,9,Orland-1-Untreated,0,0,0,0,71.86,70.86,2.13,77.69,SV,Glenn County Fairgrounds-Untreated
2011,9,9,Orland-5-Untreated,0,0,0,0,71.86,70.86,2.13,77.69,SV,North East Orland-Untreated
2011,9,9,Corning-5-Treated,1,1,2,0,76.96,47.86,3.97,71.17,SV,Northbound I-5 Rest Area-Treated
2011,9,9,Orland-6-Untreated,0,1,1,0,71.86,70.86,2.13,77.69,SV,Road 200 and Road C-Untreated
2011,9,9,Orland-10-Treated,0,1,1,0,71.86,70.86,2.13,77.69,SV,Road M and Road 24-Treated
2011,9,9,Corning-7-Untreated,0,0,0,0,76.96,47.86,3.97,71.17,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,9,9,Orland-12-Untreated,0,2,2,0,71.86,70.86,2.13,77.69,SV,South East Orland-Untreated
2011,9,9,Corning-8-Treated,0,0,0,0,76.96,47.86,3.97,71.17,SV,Viola and Orchard Ave.-Treated
2011,9,16,Corning-1-Treated,0,0,0,0,74.21,60.86,4.53,71.81,SV,Barham and Samson-Treated
2011,9,16,Corning-2-Treated,0,0,0,0,74.21,60.86,4.53,71.81,SV,Dora and Marguerite-Treated
2011,9,16,Corning-3-Untreated,0,0,0,0,74.21,60.86,4.53,71.81,SV,East Corning-Untreated
2011,9,16,Corning-4-Treated,0,1,1,0,74.21,60.86,4.53,71.81,SV,Fig Lane and Houghton-Treated
2011,9,16,Orland-1-Untreated,0,0,0,0,71.27,69.29,2.89,77.26,SV,Glenn County Fairgrounds-Untreated
2011,9,16,Orland-5-Untreated,0,0,0,0,71.27,69.29,2.89,77.26,SV,North East Orland-Untreated
2011,9,16,Corning-5-Treated,0,0,0,0,74.21,60.86,4.53,71.81,SV,Northbound I-5 Rest Area-Treated
2011,9,16,Orland-6-Untreated,0,0,0,0,71.27,69.29,2.89,77.26,SV,Road 200 and Road C-Untreated
2011,9,16,Orland-10-Treated,0,0,0,0,71.27,69.29,2.89,77.26,SV,Road M and Road 24-Treated
2011,9,16,Corning-7-Untreated,0,0,0,0,74.21,60.86,4.53,71.81,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,9,16,Orland-12-Untreated,0,0,0,0,71.27,69.29,2.89,77.26,SV,South East Orland-Untreated
2011,9,16,Corning-8-Treated,0,0,0,0,74.21,60.86,4.53,71.81,SV,Viola and Orchard Ave.-Treated
2011,9,23,Corning-1-Treated,0,0,0,0,73.91,51.43,3.34,70.51,SV,Barham and Samson-Treated
2011,9,23,Corning-2-Treated,0,1,1,0,73.91,51.43,3.34,70.51,SV,Dora and Marguerite-Treated
2011,9,23,Corning-3-Untreated,0,0,0,0,73.91,51.43,3.34,70.51,SV,East Corning-Untreated
2011,9,23,Corning-4-Treated,0,0,0,0,73.91,51.43,3.34,70.51,SV,Fig Lane and Houghton-Treated
2011,9,23,Orland-1-Untreated,0,0,0,0,69.83,70.57,2.1,74.01,SV,Glenn County Fairgrounds-Untreated
2011,9,23,Orland-5-Untreated,1,1,2,0,69.83,70.57,2.1,74.01,SV,North East Orland-Untreated
2011,9,23,Corning-5-Treated,0,0,0,0,73.91,51.43,3.34,70.51,SV,Northbound I-5 Rest Area-Treated
2011,9,23,Orland-6-Untreated,0,0,0,0,69.83,70.57,2.1,74.01,SV,Road 200 and Road C-Untreated
2011,9,23,Orland-10-Treated,0,0,0,0,69.83,70.57,2.1,74.01,SV,Road M and Road 24-Treated
2011,9,23,Corning-7-Untreated,0,0,0,0,73.91,51.43,3.34,70.51,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,9,23,Orland-12-Untreated,1,0,1,0,69.83,70.57,2.1,74.01,SV,South East Orland-Untreated
2011,9,23,Corning-8-Treated,0,0,0,0,73.91,51.43,3.34,70.51,SV,Viola and Orchard Ave.-Treated
2011,9,30,Corning-1-Treated,0,0,0,0,70.1,61,5,69.03,SV,Barham and Samson-Treated
2011,9,30,Corning-2-Treated,0,0,0,0,70.1,61,5,69.03,SV,Dora and Marguerite-Treated
2011,9,30,Corning-3-Untreated,0,0,0,0,70.1,61,5,69.03,SV,East Corning-Untreated
2011,9,30,Corning-4-Treated,0,0,0,0,70.1,61,5,69.03,SV,Fig Lane and Houghton-Treated
2011,9,30,Orland-1-Untreated,0,0,0,0,68.24,71.43,3.23,71.83,SV,Glenn County Fairgrounds-Untreated
2011,9,30,Orland-5-Untreated,1,0,1,0,68.24,71.43,3.23,71.83,SV,North East Orland-Untreated
2011,9,30,Corning-5-Treated,0,0,0,0,70.1,61,5,69.03,SV,Northbound I-5 Rest Area-Treated
2011,9,30,Orland-6-Untreated,0,0,0,0,68.24,71.43,3.23,71.83,SV,Road 200 and Road C-Untreated
2011,9,30,Orland-10-Treated,0,0,0,0,68.24,71.43,3.23,71.83,SV,Road M and Road 24-Treated
2011,9,30,Corning-7-Untreated,0,0,0,0,70.1,61,5,69.03,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,9,30,Orland-12-Untreated,0,0,0,0,68.24,71.43,3.23,71.83,SV,South East Orland-Untreated
2011,9,30,Corning-8-Treated,0,0,0,0,70.1,61,5,69.03,SV,Viola and Orchard Ave.-Treated
2011,10,7,Corning-1-Treated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Barham and Samson-Treated
2011,10,7,Corning-2-Treated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Dora and Marguerite-Treated
2011,10,7,Corning-3-Untreated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,East Corning-Untreated
2011,10,7,Corning-4-Treated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Fig Lane and Houghton-Treated
2011,10,7,Orland-1-Untreated,0,0,0,0.15,57.73,81,3.44,66.59,SV,Glenn County Fairgrounds-Untreated
2011,10,7,Orland-5-Untreated,0,0,0,0.15,57.73,81,3.44,66.59,SV,North East Orland-Untreated
2011,10,7,Corning-5-Treated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Northbound I-5 Rest Area-Treated
2011,10,7,Orland-6-Untreated,0,0,0,0.15,57.73,81,3.44,66.59,SV,Road 200 and Road C-Untreated
2011,10,7,Orland-10-Treated,0,0,0,0.15,57.73,81,3.44,66.59,SV,Road M and Road 24-Treated
2011,10,7,Corning-7-Untreated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,10,7,Orland-12-Untreated,0,0,0,0.15,57.73,81,3.44,66.59,SV,South East Orland-Untreated
2011,10,7,Corning-8-Treated,0,0,0,0.16,57.46,77.14,5.64,64.9,SV,Viola and Orchard Ave.-Treated
2011,10,14,Corning-1-Treated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,Barham and Samson-Treated
2011,10,14,Corning-2-Treated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,Dora and Marguerite-Treated
2011,10,14,Corning-3-Untreated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,East Corning-Untreated
2011,10,14,Corning-4-Treated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,Fig Lane and Houghton-Treated
2011,10,14,Orland-1-Untreated,0,0,0,0.1,61.63,83.43,2.54,63.97,SV,Glenn County Fairgrounds-Untreated
2011,10,14,Orland-5-Untreated,0,0,0,0.1,61.63,83.43,2.54,63.97,SV,North East Orland-Untreated
2011,10,14,Corning-5-Treated,0,1,1,0.08,64.8,74.71,4.23,63.67,SV,Northbound I-5 Rest Area-Treated
2011,10,14,Orland-6-Untreated,0,0,0,0.1,61.63,83.43,2.54,63.97,SV,Road 200 and Road C-Untreated
2011,10,14,Orland-10-Treated,0,0,0,0.1,61.63,83.43,2.54,63.97,SV,Road M and Road 24-Treated
2011,10,14,Corning-7-Untreated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,10,14,Orland-12-Untreated,0,0,0,0.1,61.63,83.43,2.54,63.97,SV,South East Orland-Untreated
2011,10,14,Corning-8-Treated,0,0,0,0.08,64.8,74.71,4.23,63.67,SV,Viola and Orchard Ave.-Treated
2011,10,21,Corning-1-Treated,0,0,0,0,65.41,73.43,3.81,64.99,SV,Barham and Samson-Treated
2011,10,21,Corning-2-Treated,0,0,0,0,65.41,73.43,3.81,64.99,SV,Dora and Marguerite-Treated
2011,10,21,Corning-3-Untreated,0,0,0,0,65.41,73.43,3.81,64.99,SV,East Corning-Untreated
2011,10,21,Corning-4-Treated,0,0,0,0,65.41,73.43,3.81,64.99,SV,Fig Lane and Houghton-Treated
2011,10,21,Orland-1-Untreated,0,0,0,0,65.04,79.29,2.3,66.29,SV,Glenn County Fairgrounds-Untreated
2011,10,21,Orland-5-Untreated,0,0,0,0,65.04,79.29,2.3,66.29,SV,North East Orland-Untreated
2011,10,21,Corning-5-Treated,0,1,1,0,65.41,73.43,3.81,64.99,SV,Northbound I-5 Rest Area-Treated
2011,10,21,Orland-6-Untreated,0,0,0,0,65.04,79.29,2.3,66.29,SV,Road 200 and Road C-Untreated
2011,10,21,Orland-10-Treated,0,0,0,0,65.04,79.29,2.3,66.29,SV,Road M and Road 24-Treated
2011,10,21,Corning-7-Untreated,0,0,0,0,65.41,73.43,3.81,64.99,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,10,21,Orland-12-Untreated,0,0,0,0,65.04,79.29,2.3,66.29,SV,South East Orland-Untreated
2011,10,21,Corning-8-Treated,0,0,0,0,65.41,73.43,3.81,64.99,SV,Viola and Orchard Ave.-Treated
2011,10,28,Corning-1-Treated,0,0,0,0,59.66,50.71,5,61.53,SV,Barham and Samson-Treated
2011,10,28,Corning-2-Treated,0,0,0,0,59.66,50.71,5,61.53,SV,Dora and Marguerite-Treated
2011,10,28,Corning-3-Untreated,0,0,0,0,59.66,50.71,5,61.53,SV,East Corning-Untreated
2011,10,28,Corning-4-Treated,0,0,0,0,59.66,50.71,5,61.53,SV,Fig Lane and Houghton-Treated
2011,10,28,Orland-1-Untreated,0,0,0,0,57.26,63,2.63,62.46,SV,Glenn County Fairgrounds-Untreated
2011,10,28,Orland-5-Untreated,0,0,0,0,57.26,63,2.63,62.46,SV,North East Orland-Untreated
2011,10,28,Corning-5-Treated,0,0,0,0,59.66,50.71,5,61.53,SV,Northbound I-5 Rest Area-Treated
2011,10,28,Orland-6-Untreated,0,0,0,0,57.26,63,2.63,62.46,SV,Road 200 and Road C-Untreated
2011,10,28,Orland-10-Treated,0,0,0,0,57.26,63,2.63,62.46,SV,Road M and Road 24-Treated
2011,10,28,Corning-7-Untreated,0,0,0,0,59.66,50.71,5,61.53,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,10,28,Orland-12-Untreated,0,0,0,0,57.26,63,2.63,62.46,SV,South East Orland-Untreated
2011,10,28,Corning-8-Treated,0,0,0,0,59.66,50.71,5,61.53,SV,Viola and Orchard Ave.-Treated
2011,11,4,Corning-1-Treated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,Barham and Samson-Treated
2011,11,4,Corning-2-Treated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,Dora and Marguerite-Treated
2011,11,4,Corning-3-Untreated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,East Corning-Untreated
2011,11,4,Corning-4-Treated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,Fig Lane and Houghton-Treated
2011,11,4,Orland-1-Untreated,0,0,0,0,54.73,60.57,3.49,57.61,SV,Glenn County Fairgrounds-Untreated
2011,11,4,Orland-5-Untreated,4,11,15,0,54.73,60.57,3.49,57.61,SV,North East Orland-Untreated
2011,11,4,Corning-5-Treated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,Northbound I-5 Rest Area-Treated
2011,11,4,Orland-6-Untreated,0,0,0,0,54.73,60.57,3.49,57.61,SV,Road 200 and Road C-Untreated
2011,11,4,Orland-10-Treated,0,0,0,0,54.73,60.57,3.49,57.61,SV,Road M and Road 24-Treated
2011,11,4,Corning-7-Untreated,1,0,1,0.01,55.76,53.57,6.29,58.01,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,11,4,Orland-12-Untreated,2,2,4,0,54.73,60.57,3.49,57.61,SV,South East Orland-Untreated
2011,11,4,Corning-8-Treated,0,0,0,0.01,55.76,53.57,6.29,58.01,SV,Viola and Orchard Ave.-Treated
2011,11,11,Corning-1-Treated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Barham and Samson-Treated
2011,11,11,Corning-2-Treated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Dora and Marguerite-Treated
2011,11,11,Corning-3-Untreated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,East Corning-Untreated
2011,11,11,Corning-4-Treated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Fig Lane and Houghton-Treated
2011,11,11,Orland-1-Untreated,0,0,0,0.06,44.51,82.86,2.6,51.26,SV,Glenn County Fairgrounds-Untreated
2011,11,11,Orland-5-Untreated,0,0,0,0.06,44.51,82.86,2.6,51.26,SV,North East Orland-Untreated
2011,11,11,Corning-5-Treated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Northbound I-5 Rest Area-Treated
2011,11,11,Orland-6-Untreated,0,0,0,0.06,44.51,82.86,2.6,51.26,SV,Road 200 and Road C-Untreated
2011,11,11,Orland-10-Treated,0,0,0,0.06,44.51,82.86,2.6,51.26,SV,Road M and Road 24-Treated
2011,11,11,Corning-7-Untreated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2011,11,11,Orland-12-Untreated,0,0,0,0.06,44.51,82.86,2.6,51.26,SV,South East Orland-Untreated
2011,11,11,Corning-8-Treated,0,0,0,0.01,45.5,73.43,4.63,53.49,SV,Viola and Orchard Ave.-Treated
2012,3,30,Corning-1-Treated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Barham and Samson-Treated
2012,3,30,Corning-2-Treated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Dora and Marguerite-Treated
2012,3,30,Corning-3-Untreated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,East Corning-Untreated
2012,3,30,Corning-4-Treated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Fig Lane and Houghton-Treated
2012,3,30,Orland-1-Untreated,0,0,0,0.2,51.96,82.71,5.69,53.94,SV,Glenn County Fairgrounds-Untreated
2012,3,30,Orland-5-Untreated,0,0,0,0.2,51.96,82.71,5.69,53.94,SV,North East Orland-Untreated
2012,3,30,Corning-5-Treated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Northbound I-5 Rest Area-Treated
2012,3,30,Orland-6-Untreated,0,0,0,0.2,51.96,82.71,5.69,53.94,SV,Road 200 and Road C-Untreated
2012,3,30,Corning-7-Untreated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2012,3,30,Orland-12-Untreated,0,0,0,0.2,51.96,82.71,5.69,53.94,SV,South East Orland-Untreated
2012,3,30,Corning-8-Treated,0,0,0,0.28,51.43,78.14,6.09,51.14,SV,Viola and Orchard Ave.-Treated
2012,4,6,Corning-1-Treated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Barham and Samson-Treated
2012,4,6,Corning-2-Treated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Dora and Marguerite-Treated
2012,4,6,Corning-3-Untreated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,East Corning-Untreated
2012,4,6,Corning-4-Treated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Fig Lane and Houghton-Treated
2012,4,6,Orland-1-Untreated,0,0,0,0.04,50.11,66.43,4.8,55.9,SV,Glenn County Fairgrounds-Untreated
2012,4,6,Orland-5-Untreated,2,0,2,0.04,50.11,66.43,4.8,55.9,SV,North East Orland-Untreated
2012,4,6,Corning-5-Treated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Northbound I-5 Rest Area-Treated
2012,4,6,Orland-6-Untreated,0,0,0,0.04,50.11,66.43,4.8,55.9,SV,Road 200 and Road C-Untreated
2012,4,6,Corning-7-Untreated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2012,4,6,Orland-12-Untreated,0,0,0,0.04,50.11,66.43,4.8,55.9,SV,South East Orland-Untreated
2012,4,6,Corning-8-Treated,0,0,0,0.06,49.21,66.71,6.8,51.94,SV,Viola and Orchard Ave.-Treated
2012,4,12,Corning-1-Treated,1,1,2,0.14,51.63,71.71,6.34,52.09,SV,Barham and Samson-Treated
2012,4,12,Corning-2-Treated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,Dora and Marguerite-Treated
2012,4,12,Corning-3-Untreated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,East Corning-Untreated
2012,4,12,Corning-4-Treated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,Fig Lane and Houghton-Treated
2012,4,12,Orland-1-Untreated,0,0,0,0.1,52.21,70.43,4.23,56.34,SV,Glenn County Fairgrounds-Untreated
2012,4,12,Orland-5-Untreated,1,1,2,0.1,52.21,70.43,4.23,56.34,SV,North East Orland-Untreated
2012,4,12,Corning-5-Treated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,Northbound I-5 Rest Area-Treated
2012,4,12,Orland-6-Untreated,0,0,0,0.1,52.21,70.43,4.23,56.34,SV,Road 200 and Road C-Untreated
2012,4,12,Corning-7-Untreated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2012,4,12,Orland-12-Untreated,0,0,0,0.1,52.21,70.43,4.23,56.34,SV,South East Orland-Untreated
2012,4,12,Corning-8-Treated,0,0,0,0.14,51.63,71.71,6.34,52.09,SV,Viola and Orchard Ave.-Treated
2012,4,20,Corning-1-Treated,2,4,6,0,60.7,74.71,3.74,55.44,SV,Barham and Samson-Treated
2012,4,20,Corning-2-Treated,1,0,1,0,60.7,74.71,3.74,55.44,SV,Dora and Marguerite-Treated
2012,4,20,Corning-3-Untreated,0,0,0,0,60.7,74.71,3.74,55.44,SV,East Corning-Untreated
2012,4,20,Corning-4-Treated,1,2,3,0,60.7,74.71,3.74,55.44,SV,Fig Lane and Houghton-Treated
2012,4,20,Orland-1-Untreated,0,1,1,0,61.11,70.71,3.31,60.37,SV,Glenn County Fairgrounds-Untreated
2012,4,20,Orland-5-Untreated,3,3,6,0,61.11,70.71,3.31,60.37,SV,North East Orland-Untreated
2012,4,20,Corning-5-Treated,0,1,1,0,60.7,74.71,3.74,55.44,SV,Northbound I-5 Rest Area-Treated
2012,4,20,Orland-6-Untreated,0,0,0,0,61.11,70.71,3.31,60.37,SV,Road 200 and Road C-Untreated
2012,4,20,Corning-7-Untreated,0,0,0,0,60.7,74.71,3.74,55.44,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2012,4,20,Orland-12-Untreated,0,0,0,0,61.11,70.71,3.31,60.37,SV,South East Orland-Untreated
2012,4,20,Corning-8-Treated,0,1,1,0,60.7,74.71,3.74,55.44,SV,Viola and Orchard Ave.-Treated
2012,4,27,Corning-1-Treated,0,1,1,0.01,64.34,71.43,5.03,62.07,SV,Barham and Samson-Treated
2012,4,27,Corning-2-Treated,0,0,0,0.01,64.34,71.43,5.03,62.07,SV,Dora and Marguerite-Treated
2012,4,27,Corning-3-Untreated,4,5,9,0.01,64.34,71.43,5.03,62.07,SV,East Corning-Untreated
2012,4,27,Corning-4-Treated,2,3,5,0.01,64.34,71.43,5.03,62.07,SV,Fig Lane and Houghton-Treated
2012,4,27,Orland-1-Untreated,0,1,1,0.07,64.74,69.71,4.01,65.87,SV,Glenn County Fairgrounds-Untreated
2012,4,27,Orland-5-Untreated,0,3,3,0.07,64.74,69.71,4.01,65.87,SV,North East Orland-Untreated
2012,4,27,Corning-5-Treated,0,1,1,0.01,64.34,71.43,5.03,62.07,SV,Northbound I-5 Rest Area-Treated
2012,4,27,Orland-6-Untreated,0,0,0,0.07,64.74,69.71,4.01,65.87,SV,Road 200 and Road C-Untreated
2012,4,27,Corning-7-Untreated,1,0,1,0.01,64.34,71.43,5.03,62.07,SV,Sac. River - Garneir and Ferry Rd.-Untreated
2012,4,27,Orland-12-Untreated,0,0,0,0.07,64.74,69.71,4.01,65.87,SV,South East Orland-Untreated
2012,4,27,Corning-8-Treated,0,0,0,0.01,64.34,71.43,5.03,62.07,SV,Viola and Orchard Ave.-Treated
2012,5,4,Corning-1-Treated,1,1,2,0,63.01,58.86,5.77,62.34,SV,Barham and Samson-Treated
2012,5,4,Corning-2-Treated,0,0,0,0,63.01,58.86,5.77,62.34,SV,Dora and Marguerite-Treated
